Run,Escenario,Tamano,Probabilidad,Exito,Explorados,Pasos,Costo,Tiempo,Camino
24,1,100,0.92,1,929,930,929,0.0018887519836425781,"[(86, 85), (85, 85), (86, 85), (85, 85), (85, 86), (85, 85), (84, 85), (85, 85), (84, 85), (83, 85), (82, 85), (82, 84), (82, 85), (81, 85), (82, 85), (83, 85), (83, 86), (82, 86), (82, 85), (82, 84), (83, 84), (82, 84), (82, 85), (82, 86), (82, 85), (82, 84), (82, 83), (83, 83), (83, 82), (83, 81), (83, 82), (83, 83), (84, 83), (85, 83), (85, 84), (85, 85), (84, 85), (83, 85), (82, 85), (83, 85), (83, 86), (82, 86), (83, 86), (82, 86), (82, 87), (83, 87), (83, 86), (83, 87), (82, 87), (82, 88), (82, 87), (82, 88), (81, 88), (81, 87), (81, 86), (80, 86), (79, 86), (80, 86), (79, 86), (80, 86), (80, 85), (80, 86), (79, 86), (80, 86), (80, 85), (80, 86), (81, 86), (81, 87), (81, 86), (81, 87), (81, 86), (81, 87), (81, 88), (82, 88), (82, 89), (81, 89), (82, 89), (83, 89), (82, 89), (82, 90), (82, 89), (83, 89), (84, 89), (84, 90), (85, 90), (86, 90), (86, 89), (86, 88), (85, 88), (84, 88), (85, 88), (86, 88), (86, 89), (86, 88), (85, 88), (84, 88), (84, 89), (83, 89), (83, 90), (83, 91), (83, 92), (83, 93), (82, 93), (81, 93), (80, 93), (81, 93), (80, 93), (81, 93), (81, 92), (82, 92), (82, 93), (81, 93), (80, 93), (79, 93), (80, 93), (80, 92), (79, 92), (78, 92), (79, 92), (79, 93), (79, 92), (78, 92), (79, 92), (79, 93), (80, 93), (79, 93), (78, 93), (78, 94), (79, 94), (78, 94), (78, 95), (79, 95), (78, 95), (78, 94), (78, 95), (78, 94), (78, 95), (78, 96), (78, 97), (78, 98), (77, 98), (76, 98), (75, 98), (76, 98), (76, 97), (76, 96), (77, 96), (78, 96), (78, 97), (77, 97), (77, 96), (77, 97), (76, 97), (75, 97), (74, 97), (73, 97), (74, 97), (73, 97), (74, 97), (75, 97), (75, 98), (75, 99), (76, 99), (75, 99), (74, 99), (74, 98), (73, 98), (73, 99), (73, 98), (72, 98), (71, 98), (70, 98), (71, 98), (70, 98), (71, 98), (71, 99), (71, 98), (71, 97), (71, 98), (70, 98), (69, 98), (70, 98), (71, 98), (71, 97), (70, 97), (70, 98), (69, 98), (68, 98), (68, 97), (67, 97), (67, 96), (68, 96), (67, 96), (67, 95), (67, 96), (68, 96), (68, 97), (69, 97), (69, 96), (68, 96), (67, 96), (67, 95), (67, 96), (67, 97), (67, 96), (67, 97), (67, 98), (67, 97), (67, 98), (66, 98), (65, 98), (65, 97), (65, 98), (66, 98), (66, 97), (66, 98), (66, 97), (65, 97), (65, 96), (64, 96), (64, 95), (64, 94), (64, 93), (65, 93), (64, 93), (64, 92), (65, 92), (64, 92), (64, 93), (64, 92), (65, 92), (65, 91), (65, 92), (65, 93), (64, 93), (63, 93), (64, 93), (64, 92), (64, 93), (64, 92), (65, 92), (65, 93), (65, 92), (64, 92), (64, 93), (63, 93), (64, 93), (63, 93), (63, 94), (63, 95), (64, 95), (63, 95), (64, 95), (64, 96), (64, 97), (65, 97), (64, 97), (65, 97), (65, 96), (66, 96), (65, 96), (66, 96), (67, 96), (66, 96), (67, 96), (68, 96), (68, 95), (69, 95), (70, 95), (70, 94), (69, 94), (69, 95), (70, 95), (70, 96), (71, 96), (70, 96), (70, 97), (70, 98), (70, 99), (71, 99), (72, 99), (73, 99), (72, 99), (71, 99), (72, 99), (73, 99), (72, 99), (72, 98), (71, 98), (70, 98), (70, 97), (71, 97), (71, 98), (71, 97), (71, 98), (71, 99), (72, 99), (72, 98), (71, 98), (70, 98), (70, 97), (71, 97), (71, 96), (71, 97), (70, 97), (70, 98), (69, 98), (70, 98), (70, 99), (70, 98), (71, 98), (70, 98), (69, 98), (70, 98), (71, 98), (72, 98), (73, 98), (73, 97), (74, 97), (74, 96), (75, 96), (75, 95), (76, 95), (76, 94), (75, 94), (74, 94), (75, 94), (76, 94), (76, 95), (76, 94), (75, 94), (74, 94), (74, 95), (75, 95), (74, 95), (74, 94), (73, 94), (74, 94), (74, 93), (74, 92), (75, 92), (75, 93), (75, 92), (75, 93), (75, 92), (74, 92), (74, 91), (74, 90), (74, 91), (74, 90), (74, 91), (74, 90), (74, 89), (73, 89), (73, 90), (73, 89), (72, 89), (73, 89), (72, 89), (73, 89), (72, 89), (71, 89), (71, 88), (71, 89), (72, 89), (73, 89), (74, 89), (74, 90), (74, 91), (74, 90), (75, 90), (75, 91), (76, 91), (76, 90), (75, 90), (76, 90), (77, 90), (77, 89), (78, 89), (79, 89), (78, 89), (79, 89), (79, 88), (79, 87), (79, 88), (78, 88), (79, 88), (78, 88), (78, 89), (77, 89), (76, 89), (76, 88), (76, 89), (76, 88), (75, 88), (74, 88), (75, 88), (75, 87), (74, 87), (74, 86), (75, 86), (75, 85), (76, 85), (75, 85), (76, 85), (77, 85), (77, 86), (78, 86), (77, 86), (77, 85), (77, 84), (77, 85), (76, 85), (75, 85), (75, 86), (74, 86), (73, 86), (73, 87), (72, 87), (73, 87), (74, 87), (74, 88), (74, 87), (74, 86), (73, 86), (74, 86), (75, 86), (75, 87), (76, 87), (77, 87), (77, 86), (78, 86), (78, 87), (79, 87), (78, 87), (79, 87), (79, 88), (79, 89), (79, 88), (79, 89), (79, 88), (79, 87), (79, 86), (79, 87), (79, 88), (79, 89), (79, 88), (78, 88), (79, 88), (79, 87), (78, 87), (77, 87), (77, 86), (78, 86), (79, 86), (78, 86), (78, 87), (79, 87), (78, 87), (79, 87), (79, 88), (78, 88), (79, 88), (78, 88), (78, 89), (77, 89), (76, 89), (76, 88), (75, 88), (74, 88), (73, 88), (73, 89), (72, 89), (73, 89), (73, 88), (73, 87), (72, 87), (71, 87), (71, 88), (71, 89), (71, 88), (71, 89), (71, 90), (71, 91), (71, 90), (70, 90), (70, 91), (70, 90), (69, 90), (68, 90), (69, 90), (68, 90), (67, 90), (66, 90), (67, 90), (67, 89), (67, 88), (66, 88), (66, 89), (67, 89), (68, 89), (68, 88), (67, 88), (67, 87), (68, 87), (68, 88), (69, 88), (69, 89), (69, 88), (70, 88), (70, 89), (70, 88), (71, 88), (71, 89), (71, 90), (71, 89), (70, 89), (71, 89), (72, 89), (71, 89), (70, 89), (71, 89), (71, 88), (71, 89), (71, 88), (71, 89), (71, 90), (71, 91), (71, 92), (71, 91), (71, 90), (70, 90), (69, 90), (69, 89), (69, 88), (70, 88), (70, 87), (70, 88), (69, 88), (68, 88), (67, 88), (67, 89), (67, 88), (67, 89), (67, 90), (68, 90), (69, 90), (69, 89), (69, 90), (68, 90), (68, 89), (69, 89), (69, 90), (69, 91), (68, 91), (68, 90), (67, 90), (66, 90), (67, 90), (67, 91), (67, 90), (67, 89), (67, 90), (67, 91), (68, 91), (68, 90), (67, 90), (66, 90), (66, 89), (65, 89), (65, 88), (65, 87), (65, 86), (65, 87), (66, 87), (65, 87), (65, 86), (65, 85), (66, 85), (67, 85), (66, 85), (67, 85), (67, 84), (66, 84), (66, 85), (66, 84), (66, 85), (65, 85), (64, 85), (65, 85), (66, 85), (66, 84), (66, 85), (65, 85), (66, 85), (65, 85), (64, 85), (65, 85), (64, 85), (64, 86), (63, 86), (63, 87), (64, 87), (64, 86), (64, 85), (63, 85), (62, 85), (63, 85), (63, 86), (63, 85), (64, 85), (64, 86), (63, 86), (64, 86), (64, 87), (65, 87), (65, 88), (66, 88), (67, 88), (67, 87), (67, 86), (66, 86), (65, 86), (66, 86), (67, 86), (67, 85), (68, 85), (69, 85), (69, 84), (68, 84), (68, 85), (67, 85), (67, 86), (67, 87), (68, 87), (68, 86), (68, 85), (68, 84), (67, 84), (67, 85), (67, 86), (67, 87), (66, 87), (65, 87), (66, 87), (67, 87), (66, 87), (65, 87), (64, 87), (63, 87), (62, 87), (61, 87), (60, 87), (59, 87), (59, 86), (59, 87), (58, 87), (57, 87), (56, 87), (55, 87), (55, 88), (55, 87), (56, 87), (57, 87), (56, 87), (56, 88), (56, 87), (56, 88), (55, 88), (56, 88), (56, 87), (56, 86), (56, 85), (57, 85), (57, 86), (57, 87), (56, 87), (56, 86), (56, 87), (56, 88), (56, 87), (55, 87), (55, 88), (54, 88), (53, 88), (53, 87), (53, 88), (53, 87), (53, 88), (53, 89), (52, 89), (52, 90), (51, 90), (52, 90), (51, 90), (52, 90), (51, 90), (51, 91), (51, 90), (52, 90), (51, 90), (50, 90), (51, 90), (51, 91), (52, 91), (52, 92), (52, 93), (51, 93), (52, 93), (51, 93), (51, 92), (51, 91), (51, 92), (50, 92), (50, 93), (49, 93), (49, 94), (48, 94), (48, 93), (48, 94), (49, 94), (48, 94), (48, 95), (48, 96), (49, 96), (50, 96), (50, 95), (51, 95), (50, 95), (50, 96), (50, 95), (50, 96), (49, 96), (50, 96), (51, 96), (50, 96), (50, 95), (50, 96), (50, 95), (51, 95), (51, 96), (52, 96), (53, 96), (53, 95), (53, 96), (53, 97), (52, 97), (53, 97), (53, 98), (54, 98), (54, 97), (53, 97), (53, 98), (53, 97), (52, 97), (52, 98), (52, 99), (51, 99), (50, 99), (49, 99), (48, 99), (49, 99), (48, 99), (48, 98), (47, 98), (46, 98), (46, 99), (47, 99), (47, 98), (47, 99), (47, 98), (48, 98), (48, 99), (49, 99), (50, 99), (51, 99), (51, 98), (51, 99), (51, 98), (51, 97), (51, 96), (50, 96), (49, 96), (49, 95), (50, 95), (49, 95), (49, 96), (49, 95), (49, 94), (49, 95), (50, 95), (50, 94), (51, 94), (51, 93), (52, 93), (51, 93), (51, 94), (50, 94), (50, 95), (51, 95), (50, 95), (50, 96), (50, 95), (50, 96), (49, 96), (48, 96), (47, 96), (48, 96), (47, 96), (46, 96), (46, 95), (46, 96), (46, 95), (46, 96), (45, 96), (46, 96), (46, 95), (46, 96), (46, 95), (46, 94), (47, 94), (47, 95), (47, 96), (47, 95), (48, 95), (48, 96), (48, 95), (47, 95), (46, 95), (46, 96), (46, 95), (46, 94), (45, 94), (45, 93), (46, 93), (47, 93), (46, 93), (46, 92), (46, 91), (47, 91), (46, 91), (47, 91), (47, 90), (48, 90), (48, 89), (48, 90), (47, 90), (46, 90), (45, 90), (46, 90), (47, 90), (48, 90), (48, 89), (49, 89), (49, 90), (49, 91), (49, 90), (50, 90), (51, 90), (50, 90), (51, 90), (51, 91), (51, 90), (51, 89), (50, 89), (50, 90), (49, 90), (48, 90), (49, 90), (48, 90), (47, 90), (48, 90), (47, 90), (46, 90), (46, 91), (46, 90), (46, 89), (45, 89), (46, 89), (46, 88), (47, 88), (48, 88), (47, 88), (46, 88), (47, 88), (46, 88), (45, 88), (46, 88), (47, 88), (46, 88), (46, 89), (46, 88), (46, 89), (46, 90), (45, 90), (46, 90), (47, 90), (47, 91), (47, 90), (47, 91), (47, 90), (47, 91), (47, 92), (47, 91), (47, 92), (46, 92), (45, 92), (46, 92), (46, 91), (46, 90), (47, 90), (48, 90), (47, 90), (46, 90), (46, 89), (45, 89), (46, 89), (46, 90), (45, 90), (44, 90), (44, 89), (43, 89), (42, 89), (42, 88), (43, 88), (42, 88), (42, 87), (43, 87), (43, 86), (42, 86)]"
24,2,100,0.92,0,1000,0,0,0.0018258094787597656,[]
25,1,100,0.92,0,1000,0,0,0.0017766952514648438,[]
25,2,100,0.92,0,1000,0,0,0.0018007755279541016,[]
26,1,100,0.92,0,1000,0,0,0.001798391342163086,[]
26,2,100,0.92,0,1000,0,0,0.0018167495727539062,[]
27,1,100,0.92,0,1000,0,0,0.0016846656799316406,[]
27,2,100,0.92,0,1000,0,0,0.0017898082733154297,[]
28,1,100,0.92,0,1000,0,0,0.0016906261444091797,[]
28,2,100,0.92,0,1000,0,0,0.0017979145050048828,[]
29,1,100,0.92,0,1000,0,0,0.0017876625061035156,[]
29,2,100,0.92,0,1000,0,0,0.0016460418701171875,[]
30,1,100,0.92,0,1000,0,0,0.0019876956939697266,[]
30,2,100,0.92,0,1000,0,0,0.0017414093017578125,[]
